Unnamed: 0,Case Number,Project Names,Amount,Date,Beneficiaries,Beneficiary type,Number of donations,Partner,Location,Details URL,Hijri_Month
844,P47841,تفريج كرب,240000,2024-04-08,24,المواطنون,14598,جمعية البر الخيرية بمركزي الصور ومهر بوادي ترج,بيشة,https://ehsan.sa/projects/0/46842?amount=null,رمضان
845,P48178,رحلات العمرة للمحتاجين,46000,2024-04-08,184,المواطنون والمقيمون بالمملكة,2617,جمعية الدعوة والإرشاد وتوعية الجاليات بمحافظة شقراء,شقراء,https://ehsan.sa/projects/0/47179?amount=null,رمضان
846,P48168,تأثيث منازل الأسر المتعففة,150000,2024-04-08,30,المواطنون,7822,جمعية كسوة الكاسي,أبي عريش,https://ehsan.sa/projects/0/47169?amount=null,رمضان
847,P48164,صيانة أجهزة زارعي قوقعة الأذن,250000,2024-04-08,50,المقيمون بالمملكة,14795,جمعية الأطفال زارعي القوقعة,الرياض,https://ehsan.sa/projects/0/47165?amount=null,رمضان
848,P48145,السلال الغذائية للأسر المحتاجة,309750,2024-04-07,295,المواطنون والمقيمون بالمملكة,17847,جمعية حفظ النعمة الخيرية بالبدائع,البدائع,https://ehsan.sa/projects/0/47146?amount=null,رمضان
849,P47879,وجبات إفطار الصائمين,119538,2024-04-07,458,المواطنون,7024,جمعية البر الخيرية بمركز شثاث,الشبحة,https://ehsan.sa/projects/0/46880?amount=null,رمضان
850,P48141,كفالة مرضى الفشل الكلوي,132480,2024-04-07,3,المقيمون بالمملكة,4429,جمعية الكوثر الصحية بعسير,أبها,https://ehsan.sa/projects/0/47142?amount=null,رمضان
851,P48174,دعم حلقات تحفيظ القرآن الكريم,66600,2024-04-07,222,المواطنون والمقيمون بالمملكة,3189,جمعية تعليم القرآن الكريم وعلومه بأشيقر,شقراء,https://ehsan.sa/projects/0/47176?amount=null,رمضان
852,P47840,تفريج كرب الأسر المحتاجة,198000,2024-04-07,60,المقيمون بالمملكة,7361,نبع الخير,تربة,https://ehsan.sa/projects/0/46841?amount=null,رمضان
853,P47894,وجبات إفطار الصائمين,156000,2024-04-07,1300,المقيمون بالمملكة,11078,الجمعية الخيرية بتمير,تمير,https://ehsan.sa/projects/0/46895?amount=null,رمضان
854,P48157,دعم المقبلين على الزواج,300000,2024-04-07,60,المواطنون,7788,الجمعية الخيرية لمساعدة الشباب على الزواج والتوجيه الأسري بجدة,جدة,https://ehsan.sa/projects/0/47158?amount=null,رمضان
855,P48159,رحلات العمرة للمحتاجين,49980,2024-04-07,245,المواطنون والمقيمون بالمملكة,3387,جمعية الدعوة والإرشاد وتوعية الجاليات في ظهران الجنوب,ظهران الجنوب,https://ehsan.sa/projects/0/47160?amount=null,رمضان
856,P48176,السلال الرمضانية لأسر السجناء,20000,2024-04-07,185,المواطنون,1179,جمعية العون لرعاية السجناء,القريات,https://ehsan.sa/projects/0/47177?amount=null,رمضان
857,P48179,عملية في العمود الفقري لمريض متعفف,76490,2024-04-07,1,المقيمون بالمملكة,1435,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/47180?amount=null,رمضان
858,P48173,سقيا الماء في الحرم,500000,2024-04-07,500000,المواطنون والمقيمون بالمملكة,46074,جمعية التنمية الأهلية بالعوامر,مكة المكرمة,https://ehsan.sa/projects/0/47174?amount=null,رمضان
859,P47839,تفريج كرب الأسر المحتاجة,157000,2024-04-07,157,المواطنون,7569,جمعية اسعاد لرعاية الأرامل  والمطلقات,الدمام,https://ehsan.sa/projects/0/46840?amount=null,رمضان
860,P48160,رحلات العمرة للمحتاجين,96000,2024-04-07,960,المواطنون والمقيمون بالمملكة,6157,جمعية الدعوة والارشاد وتوعية الجاليات في مركز البجادية,البجادية,https://ehsan.sa/projects/0/47161?amount=null,رمضان
861,P48148,وجبات الإفطار في ساحات الحرم المكي,500000,2024-04-07,71429,المواطنون والمقيمون بالمملكة,28226,جمعية إكرام عابري السبيل,مكة المكرمة,https://ehsan.sa/projects/0/47149?amount=null,رمضان
862,P47854,كفالة الأرامل والمطلقات,180000,2024-04-07,25,المواطنون,1905,جمعية البر الأهلية بالسديرة,الطائف,https://ehsan.sa/projects/0/46855?amount=null,رمضان
863,P48169,سقيا الماء,350000,2024-04-06,3500,المواطنون والمقيمون بالمملكة,27865,جمعية البر الخيرية ببلجرشي,بلجرشي,https://ehsan.sa/projects/0/47170?amount=null,رمضان
864,P48171,كفالة حلقات تحفيظ القرآن الكريم,120000,2024-04-06,10,المواطنون والمقيمون بالمملكة,9752,جمعية تحفيظ القرآن الكريم بمدينة الروضة,الروضة,https://ehsan.sa/projects/0/47172?amount=null,رمضان
865,P48071,إعانة أسر السجناء,260000,2024-04-06,26,المواطنون,11293,الجمعية الخيرية بمحايل عسير,محايل عسير,https://ehsan.sa/projects/0/47072?amount=null,رمضان
866,P48162,جلسات العلاج الكيميائي لمريضة سرطان الثدي,60000,2024-04-06,1,المقيمون بالمملكة,928,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/47163?amount=null,رمضان
867,P48165,عملية الانزلاق الغضروفي لمريض متعفف,40000,2024-04-06,1,المقيمون بالمملكة,434,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/47166?amount=null,رمضان
868,P48166,جراحة عاجلة في القناة الصفراوية لمريضة متعففة,15725,2024-04-06,1,المقيمون بالمملكة,392,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/47167?amount=null,رمضان
869,P47426,البرامج التأهيلية للأمهات,500500,2024-04-06,143,المواطنون والمقيمون بالمملكة,38152,جمعية رعاية الطفولة,الرياض,https://ehsan.sa/projects/0/46427?amount=null,رمضان
870,P48138,وجبات الإفطار في ساحات الحرم المكي,500000,2024-04-06,71429,المواطنون والمقيمون بالمملكة,23276,جمعية إكرام عابري السبيل,مكة المكرمة,https://ehsan.sa/projects/0/47139?amount=null,رمضان
871,P48110,توفير مستلزمات الأطفال الرضّع,144000,2024-04-06,180,المواطنون والمقيمون بالمملكة,7103,جمعية البر الخيرية بالغالة,الغالة,https://ehsan.sa/projects/0/47111?amount=null,رمضان
872,P48125,السلال الغذائية للأسر المحتاجة,158200,2024-04-06,452,المواطنون,7145,جمعية البر والخدمات الاجتماعية بمركز أبو ضباع,ابو ضباع,https://ehsan.sa/projects/0/47126?amount=null,رمضان
873,P48156,سقيا الماء للأسر المتعففة,500000,2024-04-06,1067,المواطنون والمقيمون بالمملكة,29139,جمعية البر الخيرية بالدرب,الدرب,https://ehsan.sa/projects/0/47157?amount=null,رمضان
874,P48096,توفير الأجهزة الطبية لكبار السن,245000,2024-04-06,100,المواطنون والمقيمون بالمملكة,13230,اكرام المسنين بمنطقة مكة المكرمة,جدة,https://ehsan.sa/projects/0/47097?amount=null,رمضان
875,P47311,جلسات الإصلاح الأسري,100000,2024-04-06,50,المواطنون,6662,جمعية إصلاح ذات البين بخليص,خليص,https://ehsan.sa/projects/0/46312?amount=null,رمضان
876,P47790,تأثيث منازل المحتاجين,202410,2024-04-06,13,المواطنون,11165,ترميم المنازل والبناء بمركز غميقة,الليث,https://ehsan.sa/projects/0/46791?amount=null,رمضان
877,P48093,كفالة الأرامل والمطلقات,480000,2024-04-06,150,المواطنون,18938,جمعية عائل للرعاية الأسرية بمحافظة تربة,تربة,https://ehsan.sa/projects/0/47094?amount=null,رمضان
878,P48109,دعم المقبلين على الزواج,270000,2024-04-06,27,المواطنون,12625,جمعية التنمية الأسرية بالليث,الليث,https://ehsan.sa/projects/0/47110?amount=null,رمضان
879,P48083,كفالة رواتب معلمي ومعلمات حلقات تحفيظ القرآن الكريم,300000,2024-04-06,200,المواطنون,14941,الجمعية الخيرية لتحفيظ القرآن الكريم بمكة المكرمة,مكة المكرمة,https://ehsan.sa/projects/0/47084?amount=null,رمضان
880,P48132,سقيا الماء في الحرم,500000,2024-04-06,500000,المواطنون والمقيمون بالمملكة,28169,واعد للتنمية الاجتماعية,مكة المكرمة,https://ehsan.sa/projects/0/47133?amount=null,رمضان
881,P48114,بناء جامع,4800000,2024-04-06,480,المواطنون والمقيمون بالمملكة,224636,جمعية العناية بمساجد الطرق,بارق,https://ehsan.sa/projects/0/47119?amount=null,رمضان
882,P48144,رحلات العمرة للمتعففين,100000,2024-04-06,100,المواطنون,6377,جمعية أصدقاء لاعبي كرة القدم الخيرية,الرياض,https://ehsan.sa/projects/0/47145?amount=null,رمضان
883,P48062,طباعة ونشر المصاحف,2250000,2024-04-06,150000,المواطنون والمقيمون بالمملكة,143739,مجمع الملك فهد لطباعة المصحف الشريف بالمدينة المنورة,المدينة المنورة,https://ehsan.sa/projects/0/47063?amount=null,رمضان
884,P48142,كفالة مرضى الفشل الكلوي,132480,2024-04-06,3,المقيمون بالمملكة,6581,جمعية الكوثر الصحية بعسير,أبها,https://ehsan.sa/projects/0/47143?amount=null,رمضان
885,P48146,سقيا الماء,189800,2024-04-06,949,المواطنون والمقيمون بالمملكة,13121,جمعية البر الأهلية ببني كبير,بني كبير,https://ehsan.sa/projects/0/47147?amount=null,رمضان
886,P47885,أجهزة قياس السكر للأطفال المتعففين,500000,2024-04-06,14,المواطنون,25939,مؤسسة مستشفى الملك فيصل التخصصي الخيرية وريف الخيري,الرياض,https://ehsan.sa/projects/0/46886?amount=null,رمضان
887,P48080,سداد إيجار منازل الأيتام,1254250,2024-04-06,98,المواطنون,40869,المؤسسة الخيرية لرعاية الأيتام إخاء,الرياض,https://ehsan.sa/projects/0/47081?amount=null,رمضان
888,P48143,عملية إزالة المياه البيضاء لمريض متعفف,21500,2024-04-06,1,المقيمون بالمملكة,675,جمعية رحماء الصحية,الرياض,https://ehsan.sa/projects/0/47144?amount=null,رمضان
889,P48126,دعم حلقات تحفيظ القرآن الكريم,100080,2024-04-06,180,المواطنون والمقيمون بالمملكة,4350,جمعية تحفيظ القران الكريم بالعطيف,العطيف,https://ehsan.sa/projects/0/47127?amount=null,رمضان
890,P48120,توفير وجبات السحور للمحتاجين,250000,2024-04-06,16666,المواطنون والمقيمون بالمملكة,15368,جمعية أرزاق لحفظ النعمة,الطائف,https://ehsan.sa/projects/0/47121?amount=null,رمضان
